NM,DATE(GAME),OPP,PA,AB,RBI,R,H,2B,3B,HR,TB,SO,SB,CS,AVG,SAC,SF,BB,IBB,HBP,GIDP,TP,LOB,PO,A,DP,TP2,E,CS2,PB,DATE,GAME
林安可,07/10(57),樂天,5,3,0,2,1,1.0,0.0,0.0,2.0,1,0,0.0,0.345,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,57
張志豪,07/10(56),富邦,4,4,0,0,2,0.0,0.0,0.0,2.0,0,0,0.0,0.35200000000000004,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,56
林立,07/10(57),統一7-ELEVEn,5,4,0,0,0,0.0,0.0,0.0,0.0,2,0,1.0,0.393,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-07-10,57
于森旭,07/10(56),中信兄弟,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.206,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,56
林宥穎,07/10(56),中信兄弟,3,2,1,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.207,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,56
黃鈞聲,07/10(56),富邦,3,3,0,0,1,0.0,0.0,0.0,1.0,1,0,0.0,0.333,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,56
許基宏,07/10(56),富邦,4,4,3,1,3,0.0,0.0,1.0,6.0,1,1,0.0,0.319,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,56
鄭鎧文,07/10(57),樂天,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.182,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,57
江坤宇,07/10(56),富邦,3,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.348,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,56
林祐樂,07/10(57),樂天,4,3,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.227,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,57
蘇智傑,07/10(57),樂天,5,5,0,0,1,1.0,0.0,0.0,2.0,1,1,0.0,0.333,0.0,0.0,0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,57
陳晨威,07/10(57),統一7-ELEVEn,5,4,1,0,2,0.0,0.0,0.0,2.0,0,1,0.0,0.299,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,57
林泓育,07/10(57),統一7-ELEVEn,5,5,0,0,2,0.0,0.0,0.0,2.0,2,0,0.0,0.35,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,57
詹子賢,07/10(56),富邦,4,4,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.359,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,56
陳俊秀,07/10(57),統一7-ELEVEn,4,4,0,0,1,0.0,0.0,0.0,1.0,1,0,0.0,0.322,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,57
吳桀睿,07/10(57),樂天,4,3,4,2,3,1.0,0.0,1.0,7.0,0,0,0.0,0.385,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,57
高孝儀,07/10(56),中信兄弟,1,1,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.273,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,56
高國麟,07/10(56),中信兄弟,3,3,0,0,0,0.0,0.0,0.0,0.0,3,0,0.0,0.333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,56
楊家維,07/10(57),樂天,4,4,0,1,1,1.0,0.0,0.0,2.0,1,0,0.0,0.16699999999999998,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,57
辛元旭,07/10(56),中信兄弟,4,4,0,0,1,0.0,0.0,0.0,1.0,1,0,0.0,0.333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,56
林承飛,07/10(57),統一7-ELEVEn,4,4,0,0,1,0.0,0.0,0.0,1.0,1,0,0.0,0.237,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10,57
