y,y_pred,y_p,y_p_pred,GAME NO.,STADIUM,DATE,TIME,AWAY TEAM,SCORE_A,HOME TEAM,SCORE_H,W,YEAR,Y_1,Y_2,A_WIN,A_SCORE,A_LOSE,H_WIN,H_SCORE,H_LOSE,H_WIN_VS,H_SCORE_VS,H_LOSE_VS,A_WIN_7,A_SCORE_7,A_LOSE_7,H_WIN_7,H_SCORE_7,H_LOSE_7,H_WIN_VS_60,H_SCORE_VS_60,H_LOSE_VS_60,GAME,A1,A2,A3,A4,A5,A6,A7,A8,A9,H1,H2,H3,H4,H5,H6,H7,H8,H9,AP,HP,A1_H_BB,A1_PA,A1_RBI,A2_H_BB,A2_PA,A2_RBI,A3_H_BB,A3_PA,A3_RBI,A4_H_BB,A4_PA,A4_RBI,A5_H_BB,A5_PA,A5_RBI,A6_H_BB,A6_PA,A6_RBI,A7_H_BB,A7_PA,A7_RBI,A8_H_BB,A8_PA,A8_RBI,A9_H_BB,A9_PA,A9_RBI,H1_H_BB,H1_PA,H1_RBI,H2_H_BB,H2_PA,H2_RBI,H3_H_BB,H3_PA,H3_RBI,H4_H_BB,H4_PA,H4_RBI,H5_H_BB,H5_PA,H5_RBI,H6_H_BB,H6_PA,H6_RBI,H7_H_BB,H7_PA,H7_RBI,H8_H_BB,H8_PA,H8_RBI,H9_H_BB,H9_PA,H9_RBI,A1_H_BB_30,A1_PA_30,A1_RBI_30,A2_H_BB_30,A2_PA_30,A2_RBI_30,A3_H_BB_30,A3_PA_30,A3_RBI_30,A4_H_BB_30,A4_PA_30,A4_RBI_30,A5_H_BB_30,A5_PA_30,A5_RBI_30,A6_H_BB_30,A6_PA_30,A6_RBI_30,A7_H_BB_30,A7_PA_30,A7_RBI_30,A8_H_BB_30,A8_PA_30,A8_RBI_30,A9_H_BB_30,A9_PA_30,A9_RBI_30,H1_H_BB_30,H1_PA_30,H1_RBI_30,H2_H_BB_30,H2_PA_30,H2_RBI_30,H3_H_BB_30,H3_PA_30,H3_RBI_30,H4_H_BB_30,H4_PA_30,H4_RBI_30,H5_H_BB_30,H5_PA_30,H5_RBI_30,H6_H_BB_30,H6_PA_30,H6_RBI_30,H7_H_BB_30,H7_PA_30,H7_RBI_30,H8_H_BB_30,H8_PA_30,H8_RBI_30,H9_H_BB_30,H9_PA_30,H9_RBI_30,AP_ERA,AP_PER_IP,AP_WHIP_HR,AP_SO,HP_ERA,HP_PER_IP,HP_WHIP_HR,HP_SO,AP_ERA_30,AP_PER_IP_30,AP_WHIP_HR_30,AP_SO_30,HP_ERA_30,HP_PER_IP_30,HP_WHIP_HR_30,HP_SO_30,A1_H_BB_VS,A1_PA_VS,A1_BSO_VS,A2_H_BB_VS,A2_PA_VS,A2_BSO_VS,A3_H_BB_VS,A3_PA_VS,A3_BSO_VS,A4_H_BB_VS,A4_PA_VS,A4_BSO_VS,A5_H_BB_VS,A5_PA_VS,A5_BSO_VS,A6_H_BB_VS,A6_PA_VS,A6_BSO_VS,A7_H_BB_VS,A7_PA_VS,A7_BSO_VS,A8_H_BB_VS,A8_PA_VS,A8_BSO_VS,A9_H_BB_VS,A9_PA_VS,A9_BSO_VS,H1_H_BB_VS,H1_PA_VS,H1_BSO_VS,H2_H_BB_VS,H2_PA_VS,H2_BSO_VS,H3_H_BB_VS,H3_PA_VS,H3_BSO_VS,H4_H_BB_VS,H4_PA_VS,H4_BSO_VS,H5_H_BB_VS,H5_PA_VS,H5_BSO_VS,H6_H_BB_VS,H6_PA_VS,H6_BSO_VS,H7_H_BB_VS,H7_PA_VS,H7_BSO_VS,H8_H_BB_VS,H8_PA_VS,H8_BSO_VS,H9_H_BB_VS,H9_PA_VS,H9_BSO_VS,H-A_WIN,H-A_SCORE,H-A_LOSE,H-A_WIN_7,H-A_SCORE_7,H-A_LOSE_7,A_OBP_16,A_OBP_79,A_RBI_46,H_OBP_16,H_OBP_79,H_RBI_46,A_PA_16,A_PA_79,H_PA_16,H_PA_79,A_OBP_16_30,A_OBP_79_30,A_RBI_46_30,H_OBP_16_30,H_OBP_79_30,H_RBI_46_30,A_PA_16_30,A_PA_79_30,H_PA_16_30,H_PA_79_30,A_OBP_16_VS,A_OBP_79_VS,H_OBP_16_VS,H_OBP_79_VS,A_BSO_16_VS,A_BSO_79_VS,H_BSO_16_VS,H_BSO_79_VS,VS_OBP_16,VS_OBP_79,VS_RBI_46,VS_PA_16,VS_PA_79,VS_OBP_16_VS,VS_OBP_79_VS,VS_BSO_16_VS,VS_BSO_79_VS,VS_ERA,VS_PER_IP,VS_WHIP_HR,VS_SO
1,0.642074736838381,2,1.318324937877985,174,桃園,2019-08-15,18:35,富邦,5,Lamigo,7,Lamigo,2019,1,2,0.4,5.0,5.0,0.6666666666666666,8.0,5.0,0.8571428571428571,11.0,3.0,0.2,6.0,7.0,0.75,10.0,6.0,0.6428571428571429,7.5,4.5,174,楊晉豪,林哲瑄,胡金龍,高國輝,范國宸,張正偉,陳凱倫,李宗賢,林宥穎,陳晨威,林立,藍寅倫,朱育賢,郭嚴文,廖健富,林承飛,鍾承祐,梁家榮,包林傑,尼克斯,5,13,2,5,20,1,9,18,1,6,15,4,4,13,1,3,13,3,1,6,1,2,15,0,4,12,1,8,20,3,6,15,2,5,15,4,4,11,3,7,20,7,9,16,3,7,19,3,1,4,0,2,8,2,5,13,2,22,71,4,24,71,7,25,65,12,8,29,1,17,54,4,8,26,1,14,55,5,10,35,3,19,55,5,26,67,13,20,72,13,23,60,12,24,72,20,17,52,10,24,66,10,2,7,0,2,8,2,6.486486486486488,5.55,2.072072072072072,6.486486486486488,1.2857142857142858,7.0,0.9047619047619048,8.571428571428571,5.094339622641509,5.300000000000002,1.792452830188679,8.490566037735848,2.9032258064516134,6.2,1.4193548387096775,8.709677419354838,0,0,0,5,30,6,14,33,2,8,17,1,3,5,1,10,26,2,5,13,1,5,10,1,8,15,4,3,10,0,3,9,2,2,3,1,3,9,3,3,9,1,3,8,1,1,5,2,0,0,0,0,0,0,0.2666666666666666,3.0,0.0,0.55,4.0,-1.0,0.34782608695652173,0.21212121212121213,0.1951219512195122,0.4020618556701031,0.3225806451612903,0.2765957446808511,92,33,97,31,0.3333333333333333,0.27586206896551724,0.11486486486486487,0.3412698412698413,0.345679012345679,0.22826086956521738,303,116,378,81,0.36036036036036034,0.47368421052631576,0.3541666666666667,0.2,0.10810810810810811,0.15789473684210525,0.16666666666666666,0.4,1,1,1,1,0,0,0,1,1,0,1,0,1
1,0.6667081753587738,4,1.0469367347508531,175,桃園,2019-08-16,18:35,中信兄弟,1,Lamigo,5,Lamigo,2019,1,4,0.7,5.5,3.5,0.7,7.5,5.0,0.5,5.5,8.5,0.8,5.0,2.0,0.8,10.0,5.0,0.5,6.0,7.0,175,吳東融,王威晨,詹子賢,陳子豪,彭政閔,林智勝,張志豪,黃鈞聲,王勝偉,陳晨威,林立,陳俊秀,林泓育,朱育賢,郭嚴文,藍寅倫,余德龍,廖健富,赫猛,王溢正,8,22,3,7,22,3,6,16,1,6,17,5,4,14,1,5,18,7,5,14,2,4,8,1,5,11,1,9,24,3,9,19,6,8,15,6,5,15,6,5,15,4,7,24,7,5,19,4,3,5,0,9,20,3,28,76,9,31,80,11,28,65,12,33,76,29,17,46,4,22,69,13,21,55,10,13,46,3,14,52,5,20,59,5,29,71,17,32,61,22,18,66,10,24,64,13,24,76,20,20,76,13,13,32,2,17,56,10,0.0,6.6,0.9848484848484848,6.8181818181818175,5.4,5.0,1.7,12.6,3.2142857142857144,5.6,1.6517857142857144,6.830357142857142,4.5,5.333333333333333,1.5625,10.6875,1,8,1,9,33,3,13,26,2,5,20,4,17,32,2,5,22,5,2,12,2,6,22,3,10,23,5,2,3,1,4,5,0,1,4,0,2,5,2,1,4,3,1,2,0,1,4,0,2,2,0,0,1,1,0.0,2.0,1.5,0.0,5.0,3.0,0.3302752293577982,0.42424242424242425,0.2653061224489796,0.38392857142857145,0.38636363636363635,0.3148148148148148,109,33,112,44,0.3859223300970874,0.3137254901960784,0.24083769633507854,0.3702770780856423,0.3048780487804878,0.2087378640776699,412,153,397,164,0.3546099290780142,0.3157894736842105,0.4782608695652174,0.42857142857142855,0.12056737588652482,0.17543859649122806,0.2608695652173913,0.14285714285714285,1,0,1,1,1,1,1,1,0,1,0,1,1
0,0.5660363233265445,-1,0.3927178397453482,176,新莊,2019-08-16,18:35,統一7-ELEVEn,4,富邦,3,統一7-ELEVEn,2019,0,-1,0.3,4.5,7.5,0.3,5.0,6.0,0.5,3.5,6.0,0.2,4.0,8.0,0.2,5.0,7.0,0.5714285714285714,4.0,5.0,176,林靖凱,林安可,潘武雄,陳鏞基,蘇智傑,楊家維,黃恩賜,江亮緯,林祐樂,張正偉,王正棠,胡金龍,林益全,范國宸,林哲瑄,陳凱倫,李宗賢,林宥穎,羅里奇,伍鐸,9,25,4,9,20,5,5,16,1,5,11,0,5,20,6,5,12,3,3,11,0,4,16,2,3,9,0,4,16,3,2,10,0,9,18,2,4,18,2,6,18,1,6,21,1,2,8,1,5,17,1,4,12,2,20,50,6,9,20,5,24,65,6,20,54,3,21,75,20,14,44,6,5,25,0,11,36,7,11,33,3,18,58,4,18,60,9,27,72,8,22,68,20,9,30,1,21,72,4,9,27,2,16,56,6,11,36,4,7.0588235294117645,5.1,2.4509803921568634,12.352941176470587,5.496183206106871,6.55,2.595419847328244,6.183206106870228,4.468085106382978,5.64,1.6666666666666667,8.936170212765957,5.263157894736842,4.275,2.3391812865497075,6.31578947368421,0,0,0,0,0,0,0,0,0,0,0,0,13,33,5,4,14,3,4,12,4,0,0,0,2,12,2,2,15,0,3,11,2,8,25,3,11,21,2,2,9,3,5,26,5,0,7,3,4,8,1,3,12,3,0.0,0.5,-1.5,0.0,1.0,-1.0,0.36538461538461536,0.2777777777777778,0.20930232558139536,0.3069306930693069,0.2972972972972973,0.07017543859649122,104,36,101,37,0.35064935064935066,0.2872340425531915,0.1676300578034682,0.3194444444444444,0.3025210084033613,0.14705882352941177,308,94,360,119,0.3617021276595745,0.25,0.2897196261682243,0.25925925925925924,0.1702127659574468,0.25,0.14018691588785046,0.25925925925925924,0,1,0,0,1,0,1,0,1,0,1,1,0
0,0.32851952420570724,-1,-0.6024917556236555,177,桃園,2019-08-17,17:05,中信兄弟,8,Lamigo,7,中信兄弟,2019,0,-1,0.6363636363636364,5.0,4.0,0.7,6.5,4.5,0.6,5.0,5.0,0.6666666666666666,5.0,3.0,0.8,8.0,5.0,0.5555555555555556,6.0,5.0,177,吳東融,王威晨,陳子豪,林智勝,彭政閔,詹子賢,張志豪,高宇杰,王勝偉,陳晨威,林立,藍寅倫,陳俊秀,朱育賢,郭嚴文,梁家榮,劉時豪,林承飛,廖乙忠,冠猛,9,25,3,8,27,4,7,22,5,7,23,7,7,18,1,8,21,1,7,19,2,3,11,0,8,16,1,9,24,3,9,20,6,5,18,1,8,15,6,7,14,4,8,23,9,2,10,2,2,3,0,5,21,3,29,77,9,29,79,12,32,76,25,24,69,13,17,44,4,26,65,10,21,55,10,5,20,2,17,51,4,22,64,5,27,71,15,22,76,14,31,62,22,24,63,13,25,76,22,2,11,2,6,14,2,24,68,10,4.846153846153847,6.5,1.5384615384615383,8.307692307692307,9.0,3.5,2.2857142857142856,5.142857142857143,4.714285714285714,7.0,1.761904761904762,8.571428571428571,6.382978723404255,2.35,1.702127659574468,4.468085106382978,2,3,0,0,3,0,1,5,1,1,4,1,2,4,0,0,4,1,0,0,0,0,0,0,0,2,1,0,0,0,1,3,0,2,3,0,1,3,1,1,3,2,1,2,0,0,0,0,0,0,0,1,2,1,0.0636363636363636,1.5,0.5,0.13333333333333341,3.0,2.0,0.3382352941176471,0.391304347826087,0.14516129032258066,0.40350877192982454,0.2647058823529412,0.36538461538461536,136,46,114,34,0.3829268292682927,0.3412698412698413,0.15168539325842698,0.36650485436893204,0.34408602150537637,0.2835820895522388,410,126,412,93,0.2608695652173913,0.0,0.42857142857142855,0.5,0.13043478260869565,0.5,0.21428571428571427,0.5,1,0,1,0,0,1,1,1,0,1,0,1,0
1,0.625350683162651,2,1.0901325841556904,178,新莊,2019-08-17,17:05,統一7-ELEVEn,1,富邦,3,富邦,2019,1,2,0.3636363636363637,4.0,7.0,0.3,4.5,5.0,0.4,3.0,5.0,0.4,4.0,7.0,0.16666666666666666,4.0,6.0,0.5,3.5,4.5,178,林靖凱,林安可,楊家維,潘武雄,陳鏞基,林祖傑,羅國龍,林祐樂,江亮緯,張正偉,楊晉豪,高國輝,林益全,林哲瑄,高孝儀,王正棠,于孟馗,戴培峰,潘威倫,陳仕朋,7,24,3,10,24,5,5,12,1,7,16,4,5,13,0,1,9,0,1,8,0,3,8,1,2,15,1,6,20,3,5,18,2,7,17,4,6,22,5,8,25,1,1,7,1,2,14,0,0,0,0,0,0,0,21,54,6,10,24,5,16,48,6,24,65,6,18,53,2,16,49,3,12,56,2,10,34,4,12,40,7,16,56,4,5,18,2,24,63,13,21,66,22,21,70,4,1,7,1,14,58,7,0,0,0,0,0,0,5.4,5.0,1.8,7.2,0.75,6.0,1.4166666666666667,6.0,8.888888888888891,4.05,3.2098765432098766,4.4444444444444455,2.2222222222222223,5.4,2.098765432098765,5.5555555555555545,0,0,0,0,0,0,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,8,1,0,0,0,1,5,1,4,13,1,5,11,0,0,0,0,2,8,2,0,0,0,0,0,0,-0.06363636363636371,0.5,-2.0,-0.23333333333333336,0.0,-1.0,0.35714285714285715,0.1935483870967742,0.10526315789473684,0.30275229357798167,0.14285714285714285,0.12962962962962962,98,31,109,14,0.3583617747440273,0.26153846153846155,0.0658682634730539,0.3142857142857143,0.2413793103448276,0.1888111888111888,293,130,280,58,0.4444444444444444,0.0,0.2972972972972973,0.25,0.2222222222222222,0.16666666666666666,0.08108108108108109,0.25,0,0,1,1,0,0,1,0,1,0,1,0,0
0,0.32167975160146045,-5,-1.7384761514163998,179,桃園,2019-08-18,17:05,中信兄弟,9,Lamigo,4,中信兄弟,2019,0,-5,0.6363636363636364,5.0,4.0,0.6,7.0,5.0,0.5,5.5,6.5,0.6666666666666666,5.0,4.5,0.6,7.0,7.0,0.5,6.0,6.5,179,岳東華,王威晨,詹子賢,林智勝,陳子豪,張志豪,蘇緯達,高宇杰,王勝偉,陳晨威,林立,藍寅倫,陳俊秀,朱育賢,郭嚴文,梁家榮,廖健富,林承飛,紐維拉,洪聖欽,3,12,1,8,27,4,7,21,2,7,24,5,6,22,4,7,19,1,2,8,1,5,15,1,8,19,3,9,24,4,7,20,5,5,17,2,7,14,3,8,18,4,8,22,8,4,13,4,4,17,3,3,18,0,12,33,7,30,84,13,27,70,12,25,74,13,34,81,25,23,59,10,12,35,10,7,24,3,18,55,6,23,69,6,27,75,15,23,80,15,33,66,23,25,67,13,26,80,22,4,15,4,17,57,9,24,70,10,,,,,12.0,3.0,3.0,6.0,,,,,8.75,3.6,3.4722222222222223,6.25,1,3,0,2,12,0,5,12,2,4,6,0,3,12,1,7,13,3,2,5,0,0,0,0,1,6,1,1,12,2,6,14,5,8,23,3,9,19,4,6,18,7,5,20,1,0,0,0,5,11,1,6,12,3,-0.036363636363636376,2.0,1.0,-0.06666666666666665,2.0,2.5,0.304,0.35714285714285715,0.15384615384615385,0.3826086956521739,0.22916666666666666,0.2777777777777778,125,42,115,48,0.3765586034912718,0.32456140350877194,0.22429906542056074,0.35926773455377575,0.31690140845070425,0.27230046948356806,401,114,437,142,0.3793103448275862,0.2727272727272727,0.330188679245283,0.4782608695652174,0.10344827586206896,0.09090909090909091,0.20754716981132076,0.17391304347826086,1,0,1,0,1,0,1,1,1,0,0,0,0
1,0.5914143066285061,4,0.01848366714438043,180,新莊,2019-08-18,17:05,統一7-ELEVEn,2,富邦,6,富邦,2019,1,4,0.3636363636363637,4.0,7.0,0.4,4.5,5.0,0.5,3.0,4.5,0.4,4.0,5.0,0.3333333333333333,4.0,4.5,0.5555555555555556,3.0,4.0,180,林靖凱,林安可,潘武雄,高國慶,蘇智傑,黃恩賜,潘彥廷,郭峻偉,江亮緯,楊晉豪,高孝儀,胡金龍,高國輝,范國宸,林哲瑄,王正棠,李宗賢,戴培峰,瑞安,游霆崴,7,24,3,10,24,5,7,19,4,5,15,4,6,20,6,5,12,0,0,0,0,5,8,2,4,15,1,7,22,2,2,11,1,9,17,2,4,17,4,5,18,1,9,25,1,3,17,1,4,17,1,2,3,1,22,58,6,10,28,5,25,69,6,14,42,7,20,76,17,7,24,0,0,0,0,11,28,3,14,43,7,7,22,2,2,11,1,25,69,6,24,67,13,9,34,1,23,74,4,15,61,8,14,53,3,2,3,1,6.237623762376237,5.05,2.7722772277227725,2.6732673267326734,4.5,4.0,2.25,11.25,4.265402843601897,5.275,2.037914691943128,4.265402843601897,6.639344262295082,4.066666666666666,2.1311475409836067,9.590163934426231,1,2,1,0,0,0,0,0,0,0,0,0,3,9,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,3,6,12,0,3,15,3,9,23,2,5,15,3,7,15,3,0,0,0,0.03636363636363632,0.5,-2.0,-0.06666666666666671,0.0,-0.5,0.3508771929824561,0.391304347826087,0.2127659574468085,0.32727272727272727,0.24324324324324326,0.1,114,23,110,37,0.32996632996632996,0.352112676056338,0.16901408450704225,0.3249097472924188,0.26495726495726496,0.10285714285714286,297,71,277,117,0.3076923076923077,,0.375,0.4,0.46153846153846156,,0.1,0.2,0,0,0,0,1,1,0,0,0,0,0,0,1
0,0.29970196954932316,-5,-2.1006788014858735,181,台南,2019-08-20,18:35,Lamigo,7,統一7-ELEVEn,2,Lamigo,2019,0,-5,0.6,7.0,6.0,0.3,4.0,6.5,0.2,3.0,8.0,0.6,7.0,7.0,0.2,2.0,5.0,0.2727272727272727,4.0,7.0,181,陳晨威,林立,藍寅倫,林泓育,陳俊秀,朱育賢,郭嚴文,梁家榮,林承飛,林靖凱,林安可,潘武雄,陳鏞基,蘇智傑,高國慶,黃恩賜,郭峻偉,江亮緯,李茲,亞力克,8,23,3,9,22,6,5,16,3,2,7,2,5,13,2,7,20,3,6,21,5,5,15,3,1,14,0,5,22,2,8,22,2,4,19,3,5,13,1,2,18,0,2,13,0,4,10,0,2,7,1,4,14,2,25,73,6,24,69,14,21,73,14,17,59,11,29,61,20,23,61,12,23,76,16,5,19,4,19,63,9,23,62,7,12,32,5,23,65,5,20,52,3,19,72,17,14,45,7,8,25,0,11,31,3,14,45,8,5.25,6.0,1.5,13.5,4.864864864864865,5.55,1.891891891891892,8.108108108108109,4.5,6.0,1.7222222222222223,14.0,3.5761589403973506,5.033333333333333,1.52317880794702,8.344370860927153,1,2,0,0,2,1,0,2,2,0,2,1,0,0,0,0,4,1,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,1,0,0,0,0,3,2,0,0,0,0,0,0,-0.3,-3.0,0.5,-0.39999999999999997,-5.0,-2.0,0.3564356435643564,0.24,0.175,0.24299065420560748,0.3225806451612903,0.022727272727272728,101,50,107,31,0.351010101010101,0.2974683544303797,0.23756906077348067,0.3384146341463415,0.32673267326732675,0.15976331360946747,396,158,328,101,0.08333333333333333,0.25,0.4117647058823529,0.0,0.4166666666666667,0.25,0.058823529411764705,0.6666666666666666,0,1,0,1,0,1,0,0,1,0,0,1,0
1,0.6892164888123105,2,0.010216168341398378,182,台南,2019-08-21,18:35,Lamigo,2,統一7-ELEVEn,4,統一7-ELEVEn,2019,1,2,0.7,7.0,5.0,0.2727272727272727,4.0,7.0,0.16666666666666666,2.5,7.5,0.6666666666666666,7.0,6.0,0.2,2.0,6.0,0.25,4.0,7.0,182,陳晨威,林立,藍寅倫,林泓育,陳俊秀,朱育賢,郭嚴文,廖健富,林承飛,林靖凱,林安可,潘武雄,陳鏞基,蘇智傑,鄧志偉,林祖傑,林祐樂,莊駿凱,尼克斯,江辰晏,10,28,3,11,27,9,9,21,4,3,12,2,7,18,4,9,25,3,9,26,5,4,17,3,1,18,0,5,22,2,5,21,1,4,18,3,7,15,1,3,18,0,0,0,0,0,5,0,3,9,1,0,0,0,27,78,6,24,69,17,23,73,14,15,59,9,26,61,20,25,64,12,24,76,15,17,50,9,17,63,6,24,67,7,12,36,5,22,67,5,22,53,3,21,72,17,0,0,0,13,45,2,8,28,2,0,0,0,1.9148936170212767,7.05,1.4893617021276595,7.659574468085108,11.25,4.0,3.0,11.25,2.315112540192926,6.2200000000000015,1.5112540192926045,7.524115755627009,6.3,5.0,2.6,6.3,4,11,4,10,22,3,12,24,4,14,19,3,12,24,2,10,25,4,7,19,3,4,10,3,4,9,1,1,4,0,0,0,0,0,0,0,0,0,0,10,32,7,0,0,0,0,0,0,2,9,2,0,0,0,-0.42727272727272725,-3.0,2.0,-0.4666666666666666,-5.0,0.0,0.37404580152671757,0.22950819672131148,0.16363636363636364,0.2553191489361702,0.21428571428571427,0.030303030303030304,131,61,94,14,0.3465346534653465,0.30687830687830686,0.22282608695652173,0.3423728813559322,0.2876712328767123,0.16,404,189,295,73,0.496,0.39473684210526316,0.3055555555555556,0.2222222222222222,0.16,0.18421052631578946,0.19444444444444445,0.2222222222222222,0,0,0,0,0,0,0,1,1,1,0,1,1
1,0.6683613513761832,2,-0.31395205696011813,184,洲際,2019-08-22,18:35,富邦,4,中信兄弟,6,中信兄弟,2019,1,2,0.3333333333333333,5.0,5.0,0.75,6.0,4.0,0.4,2.0,5.0,0.5,4.0,3.0,0.6666666666666666,8.0,5.0,0.2727272727272727,4.5,5.0,184,張正偉,楊晉豪,胡金龍,林益全,高國輝,林哲瑄,王正棠,于孟馗,林宥穎,吳東融,王威晨,詹子賢,陳子豪,彭政閔,林智勝,張志豪,黃鈞聲,王勝偉,包林傑,萊福力,4,13,0,3,14,0,7,13,2,4,10,4,6,14,3,6,17,0,3,10,1,0,0,0,2,7,1,3,6,0,3,15,2,5,14,2,6,15,0,4,8,0,4,15,0,5,14,3,1,4,0,6,13,4,13,53,3,8,27,2,24,61,5,22,62,22,23,60,15,19,65,3,15,55,8,0,0,0,9,31,3,27,70,7,27,74,11,25,63,9,29,72,23,16,43,2,21,67,13,18,51,11,8,35,1,15,48,6,6.230769230769232,6.5,1.6153846153846154,6.9230769230769225,9.782608695652174,3.0666666666666664,3.260869565217392,8.804347826086957,4.661354581673307,6.275,1.5139442231075697,7.888446215139441,5.5555555555555545,4.05,2.345679012345679,7.777777777777778,9,35,5,0,0,0,12,37,6,11,34,5,5,16,8,18,41,5,9,33,4,0,0,0,9,28,6,2,7,2,7,17,3,9,13,1,7,12,2,5,12,2,1,9,6,2,9,4,4,9,2,1,11,4,0.4166666666666667,1.0,-1.0,0.16666666666666663,4.0,2.0,0.37037037037037035,0.29411764705882354,0.17073170731707318,0.3424657534246575,0.3870967741935484,0.0,81,17,73,31,0.3323170731707317,0.27906976744186046,0.21390374331550802,0.37275064267352187,0.30597014925373134,0.2087912087912088,328,86,389,134,0.3374233128834356,0.29508196721311475,0.44285714285714284,0.2413793103448276,0.17791411042944785,0.16393442622950818,0.22857142857142856,0.3448275862068966,0,1,0,0,1,1,0,1,1,1,0,1,1
1,0.7038250996737413,1,0.5718070947925533,140,台南,2019-08-22,18:35,Lamigo,7,統一7-ELEVEn,8,統一7-ELEVEn,2019,1,1,0.6,7.0,5.0,0.3636363636363637,4.0,6.0,0.2857142857142857,3.0,7.0,0.5,6.0,4.5,0.4,2.0,3.0,0.3076923076923077,4.0,7.0,140,陳晨威,林立,藍寅倫,林泓育,朱育賢,陳俊秀,郭嚴文,林承飛,許禹壕,林靖凱,林安可,蘇智傑,潘武雄,陳鏞基,鄧志偉,林祖傑,林祐樂,莊駿凱,冠猛,施子謙,9,27,1,10,26,9,9,24,4,3,16,2,7,24,1,9,22,5,7,25,3,3,16,0,0,2,0,5,21,1,4,20,1,5,17,1,5,20,4,6,15,1,1,4,1,1,9,0,2,8,1,0,2,0,28,82,6,26,73,18,23,77,14,15,63,9,26,68,12,28,65,21,25,80,15,19,66,6,0,2,0,25,71,7,13,40,6,23,76,18,24,71,6,24,57,3,1,4,1,14,49,2,10,31,2,0,2,0,7.557251908396948,4.366666666666666,2.2900763358778633,3.435114503816794,4.5,6.0,1.6666666666666667,6.0,6.8023255813953485,3.44,2.0348837209302326,3.662790697674419,4.5,6.0,1.6666666666666667,6.0,2,6,1,6,19,3,11,27,5,6,15,3,9,18,2,11,23,3,9,21,1,2,10,1,0,0,0,1,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23636363636363628,-3.0,1.0,-0.09999999999999998,-4.0,-1.5,0.3381294964028777,0.23255813953488372,0.12903225806451613,0.26804123711340205,0.15789473684210525,0.15384615384615385,139,43,97,19,0.3411214953271028,0.2972972972972973,0.21428571428571427,0.3448275862068966,0.2926829268292683,0.07575757575757576,428,148,319,82,0.4166666666666667,0.3548387096774194,0.2,,0.1574074074074074,0.06451612903225806,0.2,,0,0,1,0,0,0,0,1,0,0,1,0,1
0,0.3511767022575932,-9,-3.5990999479819465,185,天母,2019-08-23,18:05,富邦,11,統一7-ELEVEn,2,富邦,2019,0,-9,0.3333333333333333,4.0,5.0,0.3636363636363637,4.0,7.0,0.4,4.0,6.0,0.5,3.5,3.0,0.5,3.0,4.5,0.4,3.0,3.5,185,張正偉,楊晉豪,胡金龍,林益全,高國輝,林哲瑄,王正棠,戴培峰,李宗賢,林靖凱,蘇智傑,鄧志偉,高國慶,楊家維,林安可,黃恩賜,郭峻偉,莊駿凱,羅力,羅里奇,3,14,0,3,12,0,6,13,1,4,13,4,6,13,3,7,16,1,4,14,1,4,8,1,2,9,0,8,27,2,5,22,1,3,9,2,2,12,1,3,11,0,5,26,2,4,10,1,2,9,1,2,7,1,13,58,3,8,30,2,26,66,5,22,66,22,25,64,16,22,69,4,16,59,8,4,8,1,13,49,2,28,77,8,23,81,18,3,9,2,15,49,8,15,48,6,14,46,7,9,28,1,13,36,4,2,7,1,6.545454545454546,5.5,1.6363636363636365,13.090909090909092,6.428571428571429,5.6,1.6964285714285716,12.857142857142858,4.909090909090909,5.5,1.5909090909090908,12.681818181818182,4.470198675496689,6.04,1.4238410596026492,9.23841059602649,4,18,1,0,0,0,9,28,3,13,24,2,2,11,2,7,29,5,3,14,3,0,0,0,4,11,2,1,8,3,11,35,13,0,0,0,0,0,0,4,12,3,0,0,0,3,11,4,0,0,0,0,0,0,0.030303030303030387,0.0,2.0,0.0,-0.5,1.5,0.35802469135802467,0.3225806451612903,0.19047619047619047,0.24299065420560748,0.3076923076923077,0.061224489795918366,81,31,107,26,0.3286118980169972,0.28448275862068967,0.21105527638190955,0.3161290322580645,0.3380281690140845,0.14685314685314685,353,116,310,71,0.3181818181818182,0.28,0.2909090909090909,0.2727272727272727,0.11818181818181818,0.2,0.34545454545454546,0.36363636363636365,0,0,0,1,0,0,0,1,1,0,1,1,0
